"borough" "neighborhood" "building.class.category" "tax.class.at.present" "block" "lot" "ease.ment" "building.class.at.present" "address" "apartment.number" "zip.code" "residential.units" "commercial.units" "total.units" "land.square.feet" "gross.square.feet" "year.built" "tax.class.at.time.of.sale" "building.class.at.time.of.sale" "sale.price" "sale.date" "sale.price.n" "gross.sqft" "land.sqft" "outliers"
"11176" 4 "GLEN OAKS                " "01  ONE FAMILY DWELLINGS                    " "1" 8554 24 NA "A1" "271-27 77TH   ROAD                       " "            " 11040 1 0 1 " 4,000 " " 1,985 " 1955 1 "A1" " 660,000 " "7/27/2016" 660000 1985 4000 0
"11178" 4 "GLEN OAKS                " "02  TWO FAMILY DWELLINGS                    " "1" 8489 633 NA "B1" "70-15 267TH   STREET                     " "            " 11004 2 0 2 " 2,850 " " 1,820 " 2003 1 "B1" " 912,000 " "8/18/2016" 912000 1820 2850 0
"11179" 4 "GLEN OAKS                " "03  THREE FAMILY DWELLINGS                  " "1" 8443 447 NA "C0" "69-33 LITTLE NECK PARKWAY                " "            " 11004 3 0 3 " 3,230 " " 2,605 " 1980 1 "C0" " 998,000 " "11/5/2015" 998000 2605 3230 0
"11461" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3599 67 NA "A9" "64-65 COOPER AVENUE                      " "            " 11385 1 0 1 " 1,991 " " 1,280 " 1910 1 "A9" " 565,000 " "5/27/2016" 565000 1280 1991 0
"11462" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3647 12 NA "A9" "69-14 67TH   STREET                      " "            " 11385 1 0 1 " 1,924 " " 1,296 " 1925 1 "A9" " 498,000 " "1/15/2016" 498000 1296 1924 0
"11463" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3650 22 NA "A5" "69-34 67TH   PLACE                       " "            " 11385 1 0 1 " 1,940 " " 1,262 " 1940 1 "A5" " 240,000 " "9/17/2015" 240000 1262 1940 0
"11464" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3651 34 NA "A9" "69-23 67TH   PLACE                       " "            " 11385 1 0 1 " 1,940 " " 1,314 " 1930 1 "A9" " 598,000 " "6/24/2016" 598000 1314 1940 0
"11465" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3655 28 NA "A9" "69-31 68TH PLACE                         " "            " 11385 1 0 1 " 1,851 " " 1,170 " 1930 1 "A9" " 475,000 " "6/8/2016" 475000 1170 1851 0
"11466" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3656 57 NA "A9" "70-15 68TH   STREET                      " "            " 11385 1 0 1 " 1,520 " " 1,286 " 1925 1 "A9" " 472,000 " "5/11/2016" 472000 1286 1520 0
"11467" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3659 47 NA "A9" "70-15 69TH   STREET                      " "            " 11385 1 0 1 " 2,000 " " 1,328 " 1925 1 "A9" " 603,200 " "6/14/2016" 603200 1328 2000 0
"11469" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3660 21 NA "A5" "70-11 69 PLACE                           " "            " 11385 1 0 1 " 2,044 " " 1,344 " 1915 1 "A5" " 530,000 " "10/16/2015" 530000 1344 2044 0
"11470" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3661 45 NA "A1" "70-18 71ST   STREET                      " "            " 11385 1 0 1 " 2,500 " " 1,740 " 1920 1 "A1" " 610,000 " "6/15/2016" 610000 1740 2500 0
"11471" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3662 32 NA "A1" "70-02 71ST PLACE                         " "            " 11385 1 0 1 " 2,000 " " 1,480 " 1930 1 "A1" " 570,000 " "9/28/2015" 570000 1480 2000 0
"11472" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3682 54 NA "A1" "71-53 68TH STREET                        " "            " 11385 1 0 1 " 2,375 " " 1,155 " 1910 1 "A1" " 275,000 " "2/25/2016" 275000 1155 2375 0
"11473" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3685 51 NA "S1" "69-41 MYRTLE AVENUE                      " "            " 11385 1 1 2 " 2,099 " " 1,600 " 1910 1 "S1" " 575,000 " "11/4/2015" 575000 1600 2099 0
"11475" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3694 38 NA "A5" "72-17 72ND STREET                        " "            " 11385 1 0 1 " 1,765 " " 1,275 " 1910 1 "A5" " 532,500 " "2/16/2016" 532500 1275 1765 0
"11476" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3694 41 NA "A5" "72-11 72ND   STREET                      " "            " 11385 1 0 1 " 1,765 " " 1,275 " 1910 1 "A5" " 415,000 " "7/20/2016" 415000 1275 1765 0
"11477" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3696 63 NA "A2" "72-45 73RD STREET                        " "            " 11385 1 0 1 " 2,664 " " 800 " 1910 1 "A2" " 385,000 " "11/6/2015" 385000 800 2664 0
"11478" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3696 68 NA "A1" "72-37 73RD STREET                        " "            " 11385 1 0 1 " 2,521 " " 1,548 " 1920 1 "A1" " 593,600 " "3/18/2016" 593600 1548 2521 0
"11479" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3700 6 NA "A1" "72-31 66TH   PLACE                       " "            " 11385 1 0 1 " 2,000 " " 1,810 " 1915 1 "A1" " 590,000 " "1/19/2016" 590000 1810 2000 0
"11482" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3707 7 NA "A5" "76-03 69 PLACE                           " "            " 11385 1 0 1 " 1,983 " " 1,510 " 1950 1 "A5" " 410,000 " "7/21/2016" 410000 1510 1983 0
"11484" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3713 20 NA "A1" "78-28 61ST   STREET                      " "            " 11385 1 0 1 " 2,642 " " 1,214 " 1920 1 "A1" " 500,000 " "12/16/2015" 5e+05 1214 2642 0
"11488" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3715 66 NA "A5" "77-13 62ND   STREET                      " "            " 11385 1 0 1 " 1,600 " " 1,232 " 1920 1 "A5" " 499,000 " "3/28/2016" 499000 1232 1600 0
"11489" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3716 40 NA "A1" "78-46 64TH   STREET                      " "            " 11385 1 0 1 " 2,400 " " 1,248 " 1925 1 "A1" " 445,000 " "8/16/2016" 445000 1248 2400 0
"11490" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3716 87 NA "A1" "78-21 62ND STREET                        " "            " 11385 1 0 1 " 2,300 " " 1,320 " 1925 1 "A1" " 569,000 " "2/16/2016" 569000 1320 2300 0
"11491" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3718 15 NA "A9" "77-20 64TH   LANE                        " "            " 11385 1 0 1 " 2,000 " " 1,328 " 1925 1 "A9" " 535,000 " "11/23/2015" 535000 1328 2000 0
"11492" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3720 42 NA "A1" "78-49 64TH PLACE                         " "            " 11385 1 0 1 " 2,008 " " 1,300 " 1925 1 "A1" " 570,000 " "8/10/2016" 570000 1300 2008 0
"11494" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3721 3 NA "A5" "64-60 COOPER AVENUE                      " "            " 11385 1 0 1 " 2,000 " " 1,510 " 1950 1 "A5" " 515,000 " "11/2/2015" 515000 1510 2000 0
"11495" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3721 4 NA "A5" "64-62 COOPER AVENUE                      " "            " 11385 1 0 1 " 2,000 " " 1,510 " 1950 1 "A5" " 650,000 " "1/11/2016" 650000 1510 2000 0
"11496" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3721 72 NA "A9" "77-21 64TH LANE                          " "            " 11385 1 0 1 " 2,000 " " 1,328 " 1930 1 "A9" " 445,000 " "1/7/2016" 445000 1328 2000 0
"11497" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3722 95 NA "A9" "77-15 65TH   STREET                      " "            " 11385 1 0 1 " 2,360 " " 1,215 " 1920 1 "A9" " 660,000 " "6/30/2016" 660000 1215 2360 0
"11498" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3722 95 NA "A9" "77-15 65TH   STREET                      " "            " 11385 1 0 1 " 2,360 " " 1,215 " 1920 1 "A9" " 278,500 " "10/20/2015" 278500 1215 2360 0
"11499" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3723 50 NA "A1" "78-31 64TH   LANE                        " "            " 11385 1 0 1 " 2,300 " " 1,296 " 1920 1 "A1" " 615,000 " "2/16/2016" 615000 1296 2300 0
"11500" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3727 21 NA "A5" "80-40 57TH STREET                        " "            " 11385 1 0 1 " 2,520 " " 1,058 " 1920 1 "A5" " 60,000 " "4/29/2016" 60000 1058 2520 0
"11501" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3729 6 NA "A2" "5618 CLOVER PLACE                        " "            " 11385 1 0 1 " 1,489 " " 615 " 1910 1 "A2" " 265,000 " "11/6/2015" 265000 615 1489 0
"11502" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3731 20 NA "A9" "8032 59TH STREET                         " "            " 11385 1 0 1 " 2,500 " " 984 " 1920 1 "A9" " 456,000 " "12/16/2015" 456000 984 2500 0
"11503" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3732 68 NA "A1" "80-02 62ND STREET                        " "            " 11385 1 0 1 " 1,321 " " 1,583 " 1930 1 "A1" " 580,000 " "6/29/2016" 580000 1583 1321 0
"11505" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3732 123 NA "A1" "80-11 64TH   LANE                        " "            " 11385 1 0 1 " 2,678 " " 1,152 " 1925 1 "A1" " 456,300 " "3/15/2016" 456300 1152 2678 0
"11507" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3732 146 NA "A1" "65-22 80TH   AVENUE                      " "            " 11385 1 0 1 " 2,185 " " 1,712 " 1930 1 "A1" " 530,000 " "8/22/2016" 530000 1712 2185 0
"11508" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3732 154 NA "A1" "65-42 80TH   AVENUE                      " "            " 11385 1 0 1 " 2,193 " " 1,712 " 1930 1 "A1" " 490,000 " "9/10/2015" 490000 1712 2193 0
"11509" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3811 14 NA "A5" "77-28 74TH STREET                        " "            " 11385 1 0 1 " 2,500 " " 1,120 " 1925 1 "A5" " 500,000 " "9/16/2015" 5e+05 1120 2500 0
"11510" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3817 58 NA "A9" "79-39 77TH   ROAD                        " "            " 11385 1 0 1 " 2,000 " " 1,248 " 1925 1 "A9" " 594,000 " "8/8/2016" 594000 1248 2000 0
"11511" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3818 5 NA "A1" "77-55 79TH   PLACE                       " "            " 11385 1 0 1 " 4,000 " " 1,692 " 1930 1 "A1" " 695,000 " "7/14/2016" 695000 1692 4000 0
"11512" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3821 41 NA "A5" "77-26 83RD   STREET                      " "            " 11385 1 0 1 " 1,900 " " 1,316 " 1930 1 "A5" " 687,000 " "10/6/2015" 687000 1316 1900 0
"11513" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3824 65 NA "A5" "78-37 74TH STREET                        " "            " 11385 1 0 1 " 2,000 " " 1,320 " 1925 1 "A5" " 515,000 " "11/19/2015" 515000 1320 2000 0
"11514" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3826 160 NA "A9" "78-27 76TH   STREET                      " "            " 11385 1 0 1 " 1,900 " " 1,312 " 1920 1 "A9" " 530,000 " "10/9/2015" 530000 1312 1900 0
"11515" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3828 58 NA "A9" "78-16 79TH PLACE                         " "            " 11385 1 0 1 " 1,900 " " 1,344 " 1910 1 "A9" " 267,840 " "3/3/2016" 267840 1344 1900 0
"11516" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3829 79 NA "A5" "78-22 79TH LANE                          " "            " 11385 1 0 1 " 2,788 " " 1,328 " 1920 1 "A5" " 589,000 " "6/27/2016" 589000 1328 2788 0
"11522" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3841 19 NA "A5" "77-24 86TH   STREET                      " "            " 11385 1 0 1 " 2,000 " " 1,440 " 1940 1 "A5" " 645,000 " "1/4/2016" 645000 1440 2000 0
"11525" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3843 56 NA "A9" "78-24 85TH STREET                        " "            " 11385 1 0 1 " 2,300 " " 1,408 " 1925 1 "A9" " 550,000 " "2/29/2016" 550000 1408 2300 0
"11527" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3844 77 NA "A1" "78-50 86TH   STREET                      " "            " 11385 1 0 1 " 2,500 " " 1,406 " 1930 1 "A1" " 650,000 " "2/12/2016" 650000 1406 2500 0
"11529" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3845 18 NA "A1" "78-41 86TH STREET                        " "            " 11385 1 0 1 " 2,500 " " 1,438 " 1920 1 "A1" " 650,000 " "6/24/2016" 650000 1438 2500 0
"11531" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3845 52 NA "A1" "78-06 87TH   STREET                      " "            " 11385 1 0 1 " 2,442 " " 1,408 " 1920 1 "A1" " 510,000 " "9/8/2015" 510000 1408 2442 0
"11532" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3847 16 NA "A5" "87-23 UNION TURNPIKE                     " "            " 11385 1 0 1 " 2,500 " " 1,548 " 1925 1 "A5" " 600,000 " "2/17/2016" 6e+05 1548 2500 0
"11533" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3847 26 NA "A1" "87-07 UNION TURNPIKE                     " "            " 11385 1 0 1 " 4,000 " " 2,270 " 1925 1 "A1" " 790,000 " "6/14/2016" 790000 2270 4000 0
"11534" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3848 27 NA "A5" "87-36 UNION TURNPIKE                     " "            " 11385 1 0 1 " 2,500 " " 1,557 " 1910 1 "A5" " 590,000 " "4/4/2016" 590000 1557 2500 0
"11535" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3852 81 NA "A0" "88-07 DORAN AVENUE                       " "            " 11385 1 0 1 " 2,993 " " 1,208 " 1945 1 "A0" " 480,000 " "10/22/2015" 480000 1208 2993 0
"11536" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3853 71 NA "A0" "88-14 DORAN AVENUE                       " "            " 11385 1 0 1 " 2,833 " " 1,333 " 1950 1 "A0" " 575,000 " "5/3/2016" 575000 1333 2833 0
"11537" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3853 73 NA "A0" "8820 DORAN AVE                           " "            " 11385 1 0 1 " 2,833 " " 1,333 " 1950 1 "A0" " 740,000 " "2/5/2016" 740000 1333 2833 0
"11538" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3854 74 NA "A5" "88-30 RUTLEDGE AVENUE                    " "            " 11385 1 0 1 " 1,900 " " 2,432 " 1930 1 "A5" " 695,000 " "1/7/2016" 695000 2432 1900 0
"11539" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3855 156 NA "A5" "88-36 74TH AVENUE                        " "            " 11385 1 0 1 " 1,800 " " 1,600 " 1940 1 "A5" " 720,000 " "6/2/2016" 720000 1600 1800 0
"11540" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3857 212 NA "A1" "88-19 78TH AVENUE                        " "            " 11385 1 0 1 " 3,800 " " 1,377 " 1920 1 "A1" " 680,000 " "7/21/2016" 680000 1377 3800 0
"11541" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3859 178 NA "A1" "88-12 78TH   AVENUE                      " "            " 11385 1 0 1 " 1,908 " " 1,312 " 1940 1 "A1" " 655,000 " "4/15/2016" 655000 1312 1908 0
"11542" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3861 22 NA "A1" "88-40 UNION TURNPIKE                     " "            " 11385 1 0 1 " 2,700 " " 2,070 " 1930 1 "A1" " 760,000 " "8/25/2016" 760000 2070 2700 0
"11543" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3862 41 NA "A1" "81-07 88TH   STREET                      " "            " 11385 1 0 1 " 2,600 " " 1,537 " 1930 1 "A1" " 780,000 " "6/3/2016" 780000 1537 2600 0
"11544" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3863 107 NA "A1" "88-62 81ST   ROAD                        " "            " 11385 1 0 1 " 2,742 " " 2,340 " 1925 1 "A1" " 708,000 " "11/2/2015" 708000 2340 2742 0
"11545" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3872 62 NA "A5" "89-29 DORAN AVENUE                       " "            " 11385 1 0 1 " 2,185 " " 1,472 " 1935 1 "A5" " 665,888 " "6/10/2016" 665888 1472 2185 0
"11547" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3875 80 NA "A5" "89-02 74TH   AVENUE                      " "            " 11385 1 0 1 " 1,800 " " 1,600 " 1935 1 "A5" " 700,000 " "7/20/2016" 7e+05 1600 1800 0
"11548" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3875 93 NA "A5" "89-24 74 AVENUE                          " "            " 11385 1 0 1 " 1,620 " " 1,224 " 1945 1 "A5" " 675,000 " "7/19/2016" 675000 1224 1620 0
"11549" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3875 99 NA "A5" "89-36 74 AVE                             " "            " 11385 1 0 1 " 2,025 " " 1,224 " 1945 1 "A5" " 599,000 " "1/25/2016" 599000 1224 2025 0
"11551" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3880 54 NA "A5" "80-25 MARGARET PLACE                     " "            " 11385 1 0 1 " 2,000 " " 1,504 " 1930 1 "A5" " 460,000 " "11/12/2015" 460000 1504 2000 0
"11553" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3892 55 NA "A1" "87-32 69TH   AVENUE                      " "            " 11375 1 0 1 " 2,317 " " 1,216 " 1920 1 "A1" " 715,000 " "6/16/2016" 715000 1216 2317 0
"11554" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3893 6 NA "S1" "98-14 METROPOLITAN AVENUE                " "            " 11375 1 1 2 " 1,990 " " 2,300 " 1930 1 "S1" " 995,000 " "4/21/2016" 995000 2300 1990 0
"11557" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3894 19 NA "A1" "89-32 70TH AVENUE                        " "            " 11375 1 0 1 " 2,367 " " 1,248 " 1925 1 "A1" " 805,000 " "6/13/2016" 805000 1248 2367 0
"11558" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3894 51 NA "A1" "89-35 70TH ROAD                          " "            " 11375 1 0 1 " 2,400 " " 1,216 " 1925 1 "A1" " 649,000 " "1/15/2016" 649000 1216 2400 0
"11559" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3895 27 NA "A1" "89-46 70TH   ROAD                        " "            " 11375 1 0 1 " 2,400 " " 1,328 " 1935 1 "A1" " 737,500 " "6/8/2016" 737500 1328 2400 0
"11562" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3902 6 NA "A5" "104-09 UNION TURNPIKE                    " "            " 11375 1 0 1 " 1,596 " " 1,470 " 1955 1 "A5" " 685,000 " "4/21/2016" 685000 1470 1596 0
"11564" 4 "GLENDALE                 " "01  ONE FAMILY DWELLINGS                    " "1" 3905 6 NA "A2" "97-08 72ND   DRIVE                       " "            " 11375 1 0 1 " 4,317 " " 924 " 1940 1 "A2" " 759,000 " "4/8/2016" 759000 924 4317 0
